year,district,Crime Type,Total Crime
2008,Kasur,Motor Vehical Theft,95
2008,Lahore,Motor Vehical Theft,4691
2008,Nankana Sahib,Motor Vehical Theft,53
2008,Sheikhupura,Motor Vehical Theft,216
2008,Multan Division,Motor Vehical Theft,1049
2008,Khanewal,Motor Vehical Theft,127
2008,Lodhran,Motor Vehical Theft,52
2008,Multan,Motor Vehical Theft,743
2008,Vehari,Motor Vehical Theft,127
2008,Rawalpindi Div.,Motor Vehical Theft,1513
2008,Attock,Motor Vehical Theft,48
2008,Chakwal,Motor Vehical Theft,30
2008,Jhelum,Motor Vehical Theft,43
2008,Rawalpindi,Motor Vehical Theft,1392
2008,Sahiwal Division,Motor Vehical Theft,347
2008,Sahiwal,Motor Vehical Theft,160
2008,Okara,Motor Vehical Theft,147
2008,Pakpattan,Motor Vehical Theft,40
2008,Sargodha Div.,Motor Vehical Theft,342
2008,Bhakkar,Motor Vehical Theft,40
2008,Khushab,Motor Vehical Theft,23
2008,Mianwali,Motor Vehical Theft,43
2008,Sargodha,Motor Vehical Theft,236
2009,PUNJAB,Motor Vehical Theft,14061
2009,Bahawalpur Div.,Motor Vehical Theft,903
2009,Bahawalnagar,Motor Vehical Theft,147
2009,Bahawalpur,Motor Vehical Theft,447
2009,Rahim Yar Khan,Motor Vehical Theft,309
2009,D.G.Khan Division,Motor Vehical Theft,417
2009,D.G.Khan,Motor Vehical Theft,191
2009,Layyah,Motor Vehical Theft,39
2009,Muzaffargarh,Motor Vehical Theft,130
2009,Rajanpur,Motor Vehical Theft,57
2009,Faisalabad Div.,Motor Vehical Theft,1875
2009,Faisalabad,Motor Vehical Theft,1649
2009,Chiniot,Motor Vehical Theft,60
2009,Jhang,Motor Vehical Theft,75
2009,T.T.Singh,Motor Vehical Theft,91
2009,Gujranwala Div.,Motor Vehical Theft,1411
2009,Gujranwala,Motor Vehical Theft,575
2009,Gujrat,Motor Vehical Theft,332
2009,Hafizabad,Motor Vehical Theft,63
2009,Mandi Baha-ud-Din,Motor Vehical Theft,39
2009,Narowal,Motor Vehical Theft,18
2009,Sialkot,Motor Vehical Theft,384
2009,Lahore Division,Motor Vehical Theft,5419
2009,Kasur,Motor Vehical Theft,146
2009,Lahore,Motor Vehical Theft,4956
2009,Nankana Sahib,Motor Vehical Theft,41
2009,Sheikhupura,Motor Vehical Theft,276
2009,Multan Division,Motor Vehical Theft,1582
2009,Khanewal,Motor Vehical Theft,136
2009,Lodhran,Motor Vehical Theft,70
2009,Multan,Motor Vehical Theft,1228
2009,Vehari,Motor Vehical Theft,148
2009,Rawalpindi Div.,Motor Vehical Theft,1677
2009,Attock,Motor Vehical Theft,62
2009,Chakwal,Motor Vehical Theft,54
2009,Jhelum,Motor Vehical Theft,50
2009,Rawalpindi,Motor Vehical Theft,1511
2009,Sahiwal Division,Motor Vehical Theft,350
2009,Sahiwal,Motor Vehical Theft,178
2009,Okara,Motor Vehical Theft,129
2009,Pakpattan,Motor Vehical Theft,43
2009,Sargodha Div.,Motor Vehical Theft,427
2009,Bhakkar,Motor Vehical Theft,43
2009,Khushab,Motor Vehical Theft,20
2009,Mianwali,Motor Vehical Theft,50
2009,Sargodha,Motor Vehical Theft,314
2010,PUNJAB,Motor Vehical Theft,18738
2010,Bahawalpur Div.,Motor Vehical Theft,854
2010,Bahawalnagar,Motor Vehical Theft,124
2010,Bahawalpur,Motor Vehical Theft,371
2010,Rahim Yar Khan,Motor Vehical Theft,359
2010,D.G.Khan Division,Motor Vehical Theft,571
2010,D.G.Khan,Motor Vehical Theft,224
2010,Layyah,Motor Vehical Theft,64
2010,Muzaffargarh,Motor Vehical Theft,196
2010,Rajanpur,Motor Vehical Theft,87
2010,Faisalabad Div.,Motor Vehical Theft,2909
2010,Faisalabad,Motor Vehical Theft,2554
2010,Chiniot,Motor Vehical Theft,68
2010,Jhang,Motor Vehical Theft,147
2010,T.T.Singh,Motor Vehical Theft,140
2010,Gujranwala Div.,Motor Vehical Theft,1705
2010,Gujranwala,Motor Vehical Theft,850
2010,Gujrat,Motor Vehical Theft,244
2010,Hafizabad,Motor Vehical Theft,79
2010,Mandi Baha-ud-Din,Motor Vehical Theft,62
2010,Narowal,Motor Vehical Theft,27
2010,Sialkot,Motor Vehical Theft,443
2010,Lahore Division,Motor Vehical Theft,7328
2010,Kasur,Motor Vehical Theft,170
2010,Lahore,Motor Vehical Theft,6740
2010,Nankana Sahib,Motor Vehical Theft,51
2010,Sheikhupura,Motor Vehical Theft,367
2010,Multan Division,Motor Vehical Theft,1891
2010,Khanewal,Motor Vehical Theft,225
2010,Lodhran,Motor Vehical Theft,118
2010,Multan,Motor Vehical Theft,1419
2010,Vehari,Motor Vehical Theft,129
2010,Rawalpindi Div.,Motor Vehical Theft,2326
2010,Attock,Motor Vehical Theft,79
2010,Chakwal,Motor Vehical Theft,46
2010,Jhelum,Motor Vehical Theft,54
2010,Rawalpindi,Motor Vehical Theft,2147
2010,Sahiwal Division,Motor Vehical Theft,574
2010,Sahiwal,Motor Vehical Theft,280
2010,Okara,Motor Vehical Theft,242
2010,Pakpattan,Motor Vehical Theft,52
2010,Sargodha Div.,Motor Vehical Theft,580
2010,Bhakkar,Motor Vehical Theft,61
2010,Khushab,Motor Vehical Theft,26
2010,Mianwali,Motor Vehical Theft,33
2010,Sargodha,Motor Vehical Theft,460
2011,PUNJAB,Motor Vehical Theft,22224
2011,Bahawalpur Div.,Motor Vehical Theft,1132
2011,Bahawalnagar,Motor Vehical Theft,171
2011,Bahawalpur,Motor Vehical Theft,602
2011,Rahim Yar Khan,Motor Vehical Theft,359
2011,D.G.Khan Division,Motor Vehical Theft,650
2011,D.G.Khan,Motor Vehical Theft,259
2011,Layyah,Motor Vehical Theft,111
2011,Muzaffargarh,Motor Vehical Theft,196
2011,Rajanpur,Motor Vehical Theft,84
2011,Faisalabad Div.,Motor Vehical Theft,3746
2011,Faisalabad,Motor Vehical Theft,3318
2011,Chiniot,Motor Vehical Theft,80
2011,Jhang,Motor Vehical Theft,157
2011,T.T.Singh,Motor Vehical Theft,191
2011,Gujranwala Div.,Motor Vehical Theft,2174
2011,Gujranwala,Motor Vehical Theft,1164
2011,Gujrat,Motor Vehical Theft,274
2011,Hafizabad,Motor Vehical Theft,70
2011,Mandi Baha-ud-Din,Motor Vehical Theft,100
2011,Narowal,Motor Vehical Theft,52
2011,Sialkot,Motor Vehical Theft,514
2011,Lahore Division,Motor Vehical Theft,8562
2011,Kasur,Motor Vehical Theft,226
2011,Lahore,Motor Vehical Theft,7832
2011,Nankana Sahib,Motor Vehical Theft,79
2011,Sheikhupura,Motor Vehical Theft,425
2011,Multan Division,Motor Vehical Theft,2266
2011,Khanewal,Motor Vehical Theft,227
2011,Lodhran,Motor Vehical Theft,83
2011,Multan,Motor Vehical Theft,1787
2011,Vehari,Motor Vehical Theft,169
2011,Rawalpindi Div.,Motor Vehical Theft,2219
2011,Attock,Motor Vehical Theft,93
2011,Chakwal,Motor Vehical Theft,66
2011,Jhelum,Motor Vehical Theft,53
2011,Rawalpindi,Motor Vehical Theft,2007
2011,Sahiwal Division,Motor Vehical Theft,769
2011,Sahiwal,Motor Vehical Theft,335
2011,Okara,Motor Vehical Theft,348
2011,Pakpattan,Motor Vehical Theft,86
2011,Sargodha Div.,Motor Vehical Theft,706
2011,Bhakkar,Motor Vehical Theft,111
2011,Khushab,Motor Vehical Theft,39
2011,Mianwali,Motor Vehical Theft,68
2011,Sargodha,Motor Vehical Theft,488
2012,PUNJAB,Motor Vehical Theft,20418
2012,Bahawalpur Div.,Motor Vehical Theft,1179
2012,Bahawalnagar,Motor Vehical Theft,173
2012,Bahawalpur,Motor Vehical Theft,596
2012,Rahim Yar Khan,Motor Vehical Theft,410
2012,D.G.Khan Division,Motor Vehical Theft,733
2012,D.G.Khan,Motor Vehical Theft,228
2012,Layyah,Motor Vehical Theft,146
2012,Muzaffargarh,Motor Vehical Theft,228
2012,Rajanpur,Motor Vehical Theft,131
2012,Faisalabad Div.,Motor Vehical Theft,2821
2012,Faisalabad,Motor Vehical Theft,2450
2012,Chiniot,Motor Vehical Theft,50
2012,Jhang,Motor Vehical Theft,126
2012,T.T.Singh,Motor Vehical Theft,195
2012,Gujranwala Div.,Motor Vehical Theft,2085
2012,Gujranwala,Motor Vehical Theft,1041
2012,Gujrat,Motor Vehical Theft,313
2012,Hafizabad,Motor Vehical Theft,83
2012,Mandi Baha-ud-Din,Motor Vehical Theft,94
2012,Narowal,Motor Vehical Theft,43
2012,Sialkot,Motor Vehical Theft,511
2012,Lahore Division,Motor Vehical Theft,8193
2012,Kasur,Motor Vehical Theft,203
2012,Lahore,Motor Vehical Theft,7563
2012,Nankana Sahib,Motor Vehical Theft,72
2012,Sheikhupura,Motor Vehical Theft,355
2012,Multan Division,Motor Vehical Theft,1955
2012,Khanewal,Motor Vehical Theft,250
2012,Lodhran,Motor Vehical Theft,65
2012,Multan,Motor Vehical Theft,1436
2012,Vehari,Motor Vehical Theft,204
2012,Rawalpindi Div.,Motor Vehical Theft,1955
2012,Attock,Motor Vehical Theft,80
2012,Chakwal,Motor Vehical Theft,76
2012,Jhelum,Motor Vehical Theft,59
2012,Rawalpindi,Motor Vehical Theft,1740
2012,Sahiwal Division,Motor Vehical Theft,918
2012,Sahiwal,Motor Vehical Theft,428
2012,Okara,Motor Vehical Theft,375
2012,Pakpattan,Motor Vehical Theft,115
2012,Sargodha Div.,Motor Vehical Theft,579
2012,Bhakkar,Motor Vehical Theft,82
2012,Khushab,Motor Vehical Theft,62
2012,Mianwali,Motor Vehical Theft,38
2012,Sargodha,Motor Vehical Theft,397
2013,PUNJAB,Motor Vehical Theft,20677
2013,Bahawalpur Div.,Motor Vehical Theft,976
2013,Bahawalnagar,Motor Vehical Theft,158
2013,Bahawalpur,Motor Vehical Theft,434
2013,Rahim Yar Khan,Motor Vehical Theft,384
2013,D.G.Khan Division,Motor Vehical Theft,867
2013,D.G.Khan,Motor Vehical Theft,351
2013,Layyah,Motor Vehical Theft,135
2013,Muzaffargarh,Motor Vehical Theft,200
2013,Rajanpur,Motor Vehical Theft,181
2013,Faisalabad Div.,Motor Vehical Theft,2759
2013,Faisalabad,Motor Vehical Theft,2275
2013,Chiniot,Motor Vehical Theft,66
2013,Jhang,Motor Vehical Theft,214
2013,T.T.Singh,Motor Vehical Theft,204
2013,Gujranwala Div.,Motor Vehical Theft,2112
2013,Gujranwala,Motor Vehical Theft,1113
2013,Gujrat,Motor Vehical Theft,242
2013,Hafizabad,Motor Vehical Theft,64
2013,Mandi Baha-ud-Din,Motor Vehical Theft,136
2013,Narowal,Motor Vehical Theft,37
2013,Sialkot,Motor Vehical Theft,520
2013,Lahore Division,Motor Vehical Theft,7712
2013,Kasur,Motor Vehical Theft,279
2013,Lahore,Motor Vehical Theft,7044
2013,Nankana Sahib,Motor Vehical Theft,56
2013,Sheikhupura,Motor Vehical Theft,333
2013,Multan Division,Motor Vehical Theft,2145
2013,Khanewal,Motor Vehical Theft,281
2013,Lodhran,Motor Vehical Theft,99
2013,Multan,Motor Vehical Theft,1535
2013,Vehari,Motor Vehical Theft,230
2013,Rawalpindi Div.,Motor Vehical Theft,2461
2013,Attock,Motor Vehical Theft,63
2013,Chakwal,Motor Vehical Theft,75
2013,Jhelum,Motor Vehical Theft,67
2013,Rawalpindi,Motor Vehical Theft,2256
2013,Sahiwal Division,Motor Vehical Theft,998
2013,Sahiwal,Motor Vehical Theft,429
2013,Okara,Motor Vehical Theft,469
2013,Pakpattan,Motor Vehical Theft,100
2013,Sargodha Div.,Motor Vehical Theft,647
2013,Bhakkar,Motor Vehical Theft,53
2013,Khushab,Motor Vehical Theft,66
2013,Mianwali,Motor Vehical Theft,58
2013,Sargodha,Motor Vehical Theft,470
2014,PUNJAB,Motor Vehical Theft,20310
2014,Bahawalpur Div.,Motor Vehical Theft,858
2014,Bahawalnagar,Motor Vehical Theft,148
2014,Bahawalpur,Motor Vehical Theft,342
2014,Rahim Yar Khan,Motor Vehical Theft,368
2014,D.G.Khan Division,Motor Vehical Theft,784
2014,D.G.Khan,Motor Vehical Theft,342
2014,Layyah,Motor Vehical Theft,72
2014,Muzaffargarh,Motor Vehical Theft,210
2014,Rajanpur,Motor Vehical Theft,160
2014,Faisalabad Div.,Motor Vehical Theft,2056
2014,Faisalabad,Motor Vehical Theft,1515
2014,Chiniot,Motor Vehical Theft,111
2014,Jhang,Motor Vehical Theft,181
2014,T.T.Singh,Motor Vehical Theft,249
2014,Gujranwala Div.,Motor Vehical Theft,2624
2014,Gujranwala,Motor Vehical Theft,1386
2014,Gujrat,Motor Vehical Theft,289
2014,Hafizabad,Motor Vehical Theft,112
2014,Mandi Baha-ud-Din,Motor Vehical Theft,129
2014,Narowal,Motor Vehical Theft,76
2014,Sialkot,Motor Vehical Theft,632
2014,Lahore Division,Motor Vehical Theft,7623
2014,Kasur,Motor Vehical Theft,6875
2014,Lahore,Motor Vehical Theft,259
2014,Nankana Sahib,Motor Vehical Theft,68
2014,Sheikhupura,Motor Vehical Theft,421
2014,Multan Division,Motor Vehical Theft,2033
2014,Khanewal,Motor Vehical Theft,187
2014,Lodhran,Motor Vehical Theft,125
2014,Multan,Motor Vehical Theft,1440
2014,Vehari,Motor Vehical Theft,281
2014,Rawalpindi Div.,Motor Vehical Theft,2670
2014,Attock,Motor Vehical Theft,60
2014,Chakwal,Motor Vehical Theft,81
2014,Jhelum,Motor Vehical Theft,57
2014,Rawalpindi,Motor Vehical Theft,2472
2014,Sahiwal Division,Motor Vehical Theft,1074
2014,Sahiwal,Motor Vehical Theft,455
2014,Okara,Motor Vehical Theft,508
2014,Pakpattan,Motor Vehical Theft,111
2014,Sargodha Div.,Motor Vehical Theft,588
2014,Bhakkar,Motor Vehical Theft,67
2014,Khushab,Motor Vehical Theft,40
2014,Mianwali,Motor Vehical Theft,45
2014,Sargodha,Motor Vehical Theft,436
2015,PUNJAB,Motor Vehical Theft,17805
2015,Bahawalpur Div.,Motor Vehical Theft,833
2015,Bahawalnagar,Motor Vehical Theft,137
2015,Bahawalpur,Motor Vehical Theft,334
2015,Rahim Yar Khan,Motor Vehical Theft,362
2015,D.G.Khan Division,Motor Vehical Theft,744
2015,D.G.Khan,Motor Vehical Theft,383
2015,Layyah,Motor Vehical Theft,47
2015,Muzaffargarh,Motor Vehical Theft,201
2015,Rajanpur,Motor Vehical Theft,113
2015,Faisalabad Div.,Motor Vehical Theft,1782
2015,Faisalabad,Motor Vehical Theft,1323
2015,Chiniot,Motor Vehical Theft,91
2015,Jhang,Motor Vehical Theft,142
2015,T.T.Singh,Motor Vehical Theft,226
2015,Gujranwala Div.,Motor Vehical Theft,2114
2015,Gujranwala,Motor Vehical Theft,1014
2015,Gujrat,Motor Vehical Theft,216
2015,Hafizabad,Motor Vehical Theft,52
2015,Mandi Baha-ud-Din,Motor Vehical Theft,122
2015,Narowal,Motor Vehical Theft,67
2015,Sialkot,Motor Vehical Theft,643
2015,Lahore Division,Motor Vehical Theft,7019
2015,Kasur,Motor Vehical Theft,207
2015,Lahore,Motor Vehical Theft,6320
2015,Nankana Sahib,Motor Vehical Theft,67
2015,Sheikhupura,Motor Vehical Theft,425
2015,Multan Division,Motor Vehical Theft,2193
2015,Khanewal,Motor Vehical Theft,158
2015,Lodhran,Motor Vehical Theft,120
2015,Multan,Motor Vehical Theft,1647
2015,Vehari,Motor Vehical Theft,268
2015,Rawalpindi Div.,Motor Vehical Theft,1710
2015,Attock,Motor Vehical Theft,33
2015,Chakwal,Motor Vehical Theft,63
2015,Jhelum,Motor Vehical Theft,44
2015,Rawalpindi,Motor Vehical Theft,1570
2015,Sahiwal Division,Motor Vehical Theft,816
2015,Sahiwal,Motor Vehical Theft,368
2015,Okara,Motor Vehical Theft,345
2015,Pakpattan,Motor Vehical Theft,103
2015,Sargodha Div.,Motor Vehical Theft,594
2015,Bhakkar,Motor Vehical Theft,66
2015,Khushab,Motor Vehical Theft,37
2015,Mianwali,Motor Vehical Theft,53
2015,Sargodha,Motor Vehical Theft,438
2016,PUNJAB,Motor Vehical Theft,16042
2016,Bahawalpur Div.,Motor Vehical Theft,789
2016,Bahawalnagar,Motor Vehical Theft,167
2016,Bahawalpur,Motor Vehical Theft,330
2016,Rahim Yar Khan,Motor Vehical Theft,292
2016,D.G.Khan Division,Motor Vehical Theft,812
2016,D.G.Khan,Motor Vehical Theft,262
2016,Layyah,Motor Vehical Theft,93
2016,Muzaffargarh,Motor Vehical Theft,322
2016,Rajanpur,Motor Vehical Theft,135
2016,Faisalabad Div.,Motor Vehical Theft,1932
2016,Faisalabad,Motor Vehical Theft,1365
2016,Chiniot,Motor Vehical Theft,133
2016,Jhang,Motor Vehical Theft,192
2016,T.T.Singh,Motor Vehical Theft,242
2016,Gujranwala Div.,Motor Vehical Theft,1680
2016,Gujranwala,Motor Vehical Theft,721
2016,Gujrat,Motor Vehical Theft,212
2016,Hafizabad,Motor Vehical Theft,78
2016,Mandi Baha-ud-Din,Motor Vehical Theft,139
2016,Narowal,Motor Vehical Theft,61
2016,Sialkot,Motor Vehical Theft,469
2016,Lahore Division,Motor Vehical Theft,5945
2016,Kasur,Motor Vehical Theft,150
2016,Lahore,Motor Vehical Theft,5362
2016,Nankana Sahib,Motor Vehical Theft,31
2016,Sheikhupura,Motor Vehical Theft,402
2016,Multan Division,Motor Vehical Theft,2014
2016,Khanewal,Motor Vehical Theft,123
2016,Lodhran,Motor Vehical Theft,99
2016,Multan,Motor Vehical Theft,1525
2016,Vehari,Motor Vehical Theft,267
2016,Rawalpindi Div.,Motor Vehical Theft,1365
2016,Attock,Motor Vehical Theft,51
2016,Chakwal,Motor Vehical Theft,82
2016,Jhelum,Motor Vehical Theft,37
2016,Rawalpindi,Motor Vehical Theft,1195
2016,Sahiwal Division,Motor Vehical Theft,844
2016,Sahiwal,Motor Vehical Theft,399
2016,Okara,Motor Vehical Theft,331
2016,Pakpattan,Motor Vehical Theft,114
2016,Sargodha Div.,Motor Vehical Theft,661
2016,Bhakkar,Motor Vehical Theft,85
2016,Khushab,Motor Vehical Theft,63
2016,Mianwali,Motor Vehical Theft,38
2016,Sargodha,Motor Vehical Theft,475
2017,PUNJAB,Motor Vehical Theft,15474
2017,Bahawalpur Div.,Motor Vehical Theft,696
2017,Bahawalnagar,Motor Vehical Theft,138
2017,Bahawalpur,Motor Vehical Theft,298
2017,Rahim Yar Khan,Motor Vehical Theft,260
2017,D.G.Khan Division,Motor Vehical Theft,895
2017,D.G.Khan,Motor Vehical Theft,342
2017,Layyah,Motor Vehical Theft,85
2017,Muzaffargarh,Motor Vehical Theft,334
2017,Rajanpur,Motor Vehical Theft,134
2017,Faisalabad Div.,Motor Vehical Theft,1567
2017,Faisalabad,Motor Vehical Theft,1155
2017,Chiniot,Motor Vehical Theft,84
2017,Jhang,Motor Vehical Theft,150
2017,T.T.Singh,Motor Vehical Theft,178
2017,Gujranwala Div.,Motor Vehical Theft,2125
2017,Gujranwala,Motor Vehical Theft,780
2017,Gujrat,Motor Vehical Theft,369
2017,Hafizabad,Motor Vehical Theft,59
2017,Mandi Baha-ud-Din,Motor Vehical Theft,181
2017,Narowal,Motor Vehical Theft,111
2017,Sialkot,Motor Vehical Theft,625
2017,Lahore Division,Motor Vehical Theft,5508
2017,Kasur,Motor Vehical Theft,162
2017,Lahore,Motor Vehical Theft,4889
2017,Nankana Sahib,Motor Vehical Theft,64
2017,Sheikhupura,Motor Vehical Theft,393
2017,Multan Division,Motor Vehical Theft,1960
2017,Khanewal,Motor Vehical Theft,182
2017,Lodhran,Motor Vehical Theft,69
2017,Multan,Motor Vehical Theft,1421
2017,Vehari,Motor Vehical Theft,288
2017,Rawalpindi Div.,Motor Vehical Theft,1532
2017,Attock,Motor Vehical Theft,57
2017,Chakwal,Motor Vehical Theft,87
2017,Jhelum,Motor Vehical Theft,70
2017,Rawalpindi,Motor Vehical Theft,1318
2017,Sahiwal Division,Motor Vehical Theft,615
2017,Sahiwal,Motor Vehical Theft,268
2017,Okara,Motor Vehical Theft,290
2017,Pakpattan,Motor Vehical Theft,57
2017,Sargodha Div.,Motor Vehical Theft,576
2017,Bhakkar,Motor Vehical Theft,35
2017,Khushab,Motor Vehical Theft,85
2017,Mianwali,Motor Vehical Theft,79
2017,Sargodha,Motor Vehical Theft,377
2018,PUNJAB,Motor Vehical Theft,19196
2018,Bahawalpur Div.,Motor Vehical Theft,945
2018,Bahawalnagar,Motor Vehical Theft,163
2018,Bahawalpur,Motor Vehical Theft,352
2018,Rahim Yar Khan,Motor Vehical Theft,430
2018,D.G.Khan Division,Motor Vehical Theft,1454
2018,D.G.Khan,Motor Vehical Theft,456
2018,Layyah,Motor Vehical Theft,128
2018,Muzaffargarh,Motor Vehical Theft,590
2018,Rajanpur,Motor Vehical Theft,280
2018,Faisalabad Div.,Motor Vehical Theft,1854
2018,Faisalabad,Motor Vehical Theft,1491
2018,Chiniot,Motor Vehical Theft,111
2018,Jhang,Motor Vehical Theft,114
2018,T.T.Singh,Motor Vehical Theft,138
2018,Gujranwala Div.,Motor Vehical Theft,2075
2018,Gujranwala,Motor Vehical Theft,941
2018,Gujrat,Motor Vehical Theft,191
2018,Hafizabad,Motor Vehical Theft,71
2018,Mandi Baha-ud-Din,Motor Vehical Theft,173
2018,Narowal,Motor Vehical Theft,112
2018,Sialkot,Motor Vehical Theft,587
2018,Lahore Division,Motor Vehical Theft,7613
2018,Kasur,Motor Vehical Theft,207
2018,Lahore,Motor Vehical Theft,6599
2018,Nankana Sahib,Motor Vehical Theft,113
2018,Sheikhupura,Motor Vehical Theft,694
2018,Multan Division,Motor Vehical Theft,1952
2018,Khanewal,Motor Vehical Theft,137
2018,Lodhran,Motor Vehical Theft,86
2018,Multan,Motor Vehical Theft,1431
2018,Vehari,Motor Vehical Theft,298
2018,Rawalpindi Div.,Motor Vehical Theft,1992
2018,Attock,Motor Vehical Theft,82
2018,Chakwal,Motor Vehical Theft,71
2018,Jhelum,Motor Vehical Theft,78
2018,Rawalpindi,Motor Vehical Theft,1761
2018,Sahiwal Division,Motor Vehical Theft,657
2018,Sahiwal,Motor Vehical Theft,307
2018,Okara,Motor Vehical Theft,263
2018,Pakpattan,Motor Vehical Theft,87
2018,Sargodha Div.,Motor Vehical Theft,654
2018,Bhakkar,Motor Vehical Theft,69
2018,Khushab,Motor Vehical Theft,39
2018,Mianwali,Motor Vehical Theft,92
2018,Sargodha,Motor Vehical Theft,454
2019,PUNJAB,Motor Vehical Theft,25741
2019,Bahawalpur Div.,Motor Vehical Theft,1322
2019,Bahawalnagar,Motor Vehical Theft,160
2019,Bahawalpur,Motor Vehical Theft,489
2019,Rahim Yar Khan,Motor Vehical Theft,673
